id	status	price	genres	default_country_policy	countries
44408	FROZEN	9.17	0,59	ALLOW	
32880	NORMAL	7.57	0,59	ALLOW	
13962	NORMAL	3.77	0,59	ALLOW	
83822	NORMAL	5.97	0,59	ALLOW	
87118	FROZEN	3.38	0,59	ALLOW	
67847	FROZEN	5.41	0,59	ALLOW	
11704	NORMAL	3.48	0,59	ALLOW	
87061	NORMAL	4.24	0,59	ALLOW	
59817	NORMAL	0.26	0,59	ALLOW	
84756	NORMAL	9.32	0,59	ALLOW	
43851	NORMAL	7.73	0,59	ALLOW	
30882	NORMAL	3.15	0,59	ALLOW	
57078	NORMAL	1.46	0,59	ALLOW	
66937	NORMAL	2.09	0,59	ALLOW	
63780	NORMAL	3.17	0,59	ALLOW	
55865	NORMAL	9.25	0,59	ALLOW	
64033	NORMAL	0.71	0,59	ALLOW	
76353	NORMAL	5.79	0,59	ALLOW	
41254	NORMAL	3.14	0,59	ALLOW	
66518	NORMAL	5.64	0,59	ALLOW	
16697	NORMAL	1.26	0,59	ALLOW	
86626	NORMAL	1.08	0,59	ALLOW	
64450	NORMAL	1.46	0,59	ALLOW	
77731	NORMAL	7.46	0,59	ALLOW	
64885	NORMAL	8.43	0,59	ALLOW	
73228	NORMAL	6.19	0,59	ALLOW	
99959	NORMAL	0.33	0,59	ALLOW	
54654	NORMAL	6.57	0,59	ALLOW	
32536	NORMAL	0.18	0,59	ALLOW	
63843	NORMAL	3.31	0,59	ALLOW	
55852	NORMAL	7.45	0,59	ALLOW	
2623	NORMAL	7.29	0,59	ALLOW	
57752	NORMAL	4.39	0,59	ALLOW	
85540	NORMAL	0.52	0,59	ALLOW	
89585	FROZEN	7.43	0,59	ALLOW	
92206	NORMAL	1.88	0,53	ALLOW	
75925	NORMAL	0.18	0,52	ALLOW	
41296	NORMAL	5.74	0,52	ALLOW	
36242	NORMAL	8.00	0,59	ALLOW	
76094	NORMAL	7.22	0,59	ALLOW	
6125	NORMAL	4.97	0,59	ALLOW	
82519	NORMAL	3.80	0,63	ALLOW	
27759	NORMAL	1.05	0,52	ALLOW	
33468	FROZEN	4.23	0,59	ALLOW	
31438	FROZEN	5.03	0,61	ALLOW	
79469	FROZEN	2.40	61,64	ALLOW	
1710	NORMAL	3.59	55,64	ALLOW	
54234	NORMAL	4.82	0,63	ALLOW	
33282	NORMAL	1.43	58,63	ALLOW	
86925	NORMAL	9.34	0,52	ALLOW	
48367	FROZEN	4.80	0,103	ALLOW	
70492	NORMAL	5.52	52,64	ALLOW	
4503	NORMAL	3.84	63,64	ALLOW	
20128	NORMAL	0.76	63,64	ALLOW	
50769	NORMAL	5.27	51,64	ALLOW	
18098	NORMAL	4.04	59,64	ALLOW	
42264	NORMAL	0.80	59,64	ALLOW	
14339	NORMAL	0.94	64	ALLOW	
44060	NORMAL	9.74	51,88	ALLOW	
77266	NORMAL	1.54	51,64	ALLOW	
13688	NORMAL	1.76	61,64	ALLOW	
40261	NORMAL	7.22	0,59	ALLOW	
57607	NORMAL	5.33	51,64	ALLOW	
97937	NORMAL	6.00	58,64	ALLOW	
94683	NORMAL	3.29	58,64	ALLOW	
87132	NORMAL	9.95	58,64	ALLOW	
6201	NORMAL	2.97	58,64	ALLOW	
62966	NORMAL	3.93	58,64	ALLOW	
5578	NORMAL	9.02	58,64	ALLOW	
61105	NORMAL	6.51	58,64	ALLOW	
10017	NORMAL	8.02	58,64	ALLOW	
64602	NORMAL	0.59	63,64	ALLOW	
3622	NORMAL	2.23	63,64	ALLOW	
70284	NORMAL	9.81	59,64	ALLOW	
63579	FROZEN	2.30	60,67	ALLOW	
27099	NORMAL	6.51	52,94	ALLOW	
31886	NORMAL	0.29	52,58	ALLOW	
52442	NORMAL	0.61	58,88	ALLOW	
6988	NORMAL	5.85	52,64	ALLOW	
82939	NORMAL	9.61	62,81	ALLOW	
37500	NORMAL	3.57	55,64	ALLOW	
27699	NORMAL	3.22	74,100	ALLOW	
57339	NORMAL	1.16	61,62	ALLOW	
89718	NORMAL	2.36	80,109	ALLOW	
55437	NORMAL	5.88	61,111	ALLOW	
32970	NORMAL	8.54	59,60	ALLOW	
46282	NORMAL	1.52	59,60	ALLOW	
565	NORMAL	6.16	74,97	ALLOW	
78519	NORMAL	3.05	51,61	ALLOW	
38079	NORMAL	4.70	64,71	ALLOW	
40150	NORMAL	8.51	59,99	ALLOW	
1933	NORMAL	9.04	61,77	ALLOW	
57071	NORMAL	7.06	61,101	ALLOW	
68628	NORMAL	8.15	58,61	ALLOW	
42243	NORMAL	4.45	58,88	ALLOW	
41086	NORMAL	5.58	58,64	ALLOW	
5461	NORMAL	6.18	52,58	ALLOW	
34309	NORMAL	0.43	95	ALLOW	
37066	FROZEN	8.90	100,109	ALLOW	
26787	FROZEN	6.22	52,76	ALLOW	
5783	NORMAL	0.88	61,103	ALLOW	
75562	NORMAL	5.11	52,74	ALLOW	
73091	NORMAL	5.36	61,99	ALLOW	
2437	NORMAL	9.47	80	ALLOW	
99867	NORMAL	9.57	80	ALLOW	
83693	NORMAL	5.28	80	ALLOW	
70562	NORMAL	8.87	0,51	ALLOW	
84769	NORMAL	8.43	58,61	ALLOW	
64777	NORMAL	6.93	61,74	ALLOW	
20053	NORMAL	4.43	58,64	ALLOW	
83960	NORMAL	0.37	61,68	ALLOW	
33145	NORMAL	2.57	64,88	ALLOW	
74092	NORMAL	0.54	54	ALLOW	
58348	FROZEN	2.79	64,97	ALLOW	
44888	FROZEN	6.66	58,64	ALLOW	
64643	NORMAL	6.80	61,74	ALLOW	
57535	NORMAL	7.92	54	ALLOW	
869	NORMAL	6.34	52,66	ALLOW	
60487	FROZEN	7.57	61,101	ALLOW	
58297	NORMAL	2.45	52,66	ALLOW	
84864	NORMAL	7.11	52,66	ALLOW	
74153	NORMAL	8.47	0,67	ALLOW	
44934	NORMAL	3.55	51,52	ALLOW	
98247	NORMAL	8.98	74,100	ALLOW	
16470	FROZEN	8.93	61,102	ALLOW	
92565	NORMAL	2.45	52,88	ALLOW	
17108	NORMAL	7.43	51,52	ALLOW	
89989	NORMAL	1.00	60,82	ALLOW	
82744	NORMAL	7.70	52,89	ALLOW	
89269	NORMAL	8.40	0,88	ALLOW	
6247	NORMAL	4.12	59,64	ALLOW	
46538	NORMAL	2.51	58,88	ALLOW	
77032	NORMAL	0.55	64,88	ALLOW	
53240	NORMAL	0.43	52,88	ALLOW	
69200	NORMAL	0.42	59,60	ALLOW	
82026	NORMAL	9.07	92,106	ALLOW	
72864	NORMAL	2.28	59,99	ALLOW	
78263	NORMAL	7.65	52,63	ALLOW	
37832	NORMAL	5.36	51,52	ALLOW	
69126	NORMAL	9.23	52,58	ALLOW	
5177	NORMAL	4.06	64,88	ALLOW	
80698	NORMAL	8.32	101,107	ALLOW	
81759	NORMAL	1.36	52,64	ALLOW	
82708	FROZEN	8.73	58,88	ALLOW	
92568	NORMAL	2.28	51	ALLOW	
57924	NORMAL	0.44	62,100	ALLOW	
74592	NORMAL	1.12	51,81	ALLOW	
71083	NORMAL	9.19	61,101	ALLOW	
82505	NORMAL	9.99	52,82	ALLOW	
23891	NORMAL	6.75	58,88	ALLOW	
11877	NORMAL	6.40	59,92	ALLOW	
94767	NORMAL	4.75	52,88	ALLOW	
85139	FROZEN	8.83	61,70	ALLOW	
99581	NORMAL	8.02	58,88	ALLOW	
73822	FROZEN	0.01	61,68	ALLOW	
6998	FROZEN	7.29	51,61	ALLOW	
2560	NORMAL	2.86	58,101	ALLOW	
42841	NORMAL	3.10	53,80	ALLOW	
47809	NORMAL	5.34	62,107	ALLOW	
97143	NORMAL	3.66	64,100	ALLOW	
54826	NORMAL	9.80	80,88	ALLOW	
67129	NORMAL	6.41	72,109	ALLOW	
83653	NORMAL	6.55	52,100	ALLOW	
12119	NORMAL	5.69	53,80	ALLOW	
75116	NORMAL	7.74	57,103	ALLOW	
84242	NORMAL	6.57	54,64	ALLOW	
30343	NORMAL	8.97	74,100	ALLOW	
42069	NORMAL	8.56	59,60	ALLOW	
24690	NORMAL	5.11	74,88	ALLOW	
26848	NORMAL	5.31	0,64	ALLOW	
61060	NORMAL	9.24	58,88	ALLOW	
9902	NORMAL	2.16	59,74	ALLOW	
85769	NORMAL	5.42	56,57	ALLOW	
45134	NORMAL	3.04	80	ALLOW	
32674	NORMAL	8.38	58,63	ALLOW	
1635	NORMAL	6.27	61,95	ALLOW	
53906	NORMAL	8.23	80	ALLOW	
88080	NORMAL	0.93	52,103	ALLOW	
16730	NORMAL	4.81	52,66	ALLOW	
19280	NORMAL	3.99	58,92	ALLOW	
51945	NORMAL	1.61	64	ALLOW	
17580	NORMAL	0.26	56,118	ALLOW	
99337	NORMAL	1.88	51,80	ALLOW	
76204	NORMAL	6.66	0,74	ALLOW	
56541	NORMAL	3.22	64,72	ALLOW	
79338	NORMAL	4.58	59,100	ALLOW	
66176	NORMAL	4.72	81,88	ALLOW	
48547	NORMAL	8.53	51,88	ALLOW	
84500	NORMAL	1.75	54,92	ALLOW	
98852	NORMAL	7.70	61,99	ALLOW	
45571	NORMAL	1.26	59,60	ALLOW	
54967	NORMAL	2.51	95,105	ALLOW	
45894	NORMAL	9.14	54,109	ALLOW	
21178	NORMAL	9.99	52,56	ALLOW	
23848	NORMAL	4.72	51,52	ALLOW	
72304	NORMAL	5.88	100,109	ALLOW	
39351	FROZEN	5.60	100,109	ALLOW	
51155	FROZEN	4.19	52,100	ALLOW	
85963	NORMAL	2.67	101,107	ALLOW	
15583	NORMAL	6.83	55,71	ALLOW	
99007	NORMAL	5.36	66,88	ALLOW	
79383	FROZEN	9.20	61,74	ALLOW	
88805	FROZEN	5.36	0,64	ALLOW	
72183	NORMAL	7.03	52,88	ALLOW	
2320	NORMAL	3.56	52,63	ALLOW	
98483	NORMAL	4.71	58,61	ALLOW	
44565	NORMAL	4.61	64,88	ALLOW	
82061	NORMAL	2.91	72,109	ALLOW	
13270	NORMAL	1.23	80,81	ALLOW	
24041	NORMAL	2.32	58,88	ALLOW	
77235	NORMAL	2.73	52,80	ALLOW	
98597	NORMAL	8.48	51,52	ALLOW	
66430	NORMAL	8.02	52,72	ALLOW	
35118	NORMAL	8.77	89,103	ALLOW	
16554	NORMAL	9.96	59,60	ALLOW	
47908	NORMAL	5.41	51,91	ALLOW	
93970	NORMAL	0.20	64,74	ALLOW	
40311	NORMAL	5.48	59,74	ALLOW	
10618	NORMAL	8.03	59,60	ALLOW	
28432	NORMAL	2.07	51,81	ALLOW	
59876	NORMAL	4.09	58,88	ALLOW	
57119	NORMAL	4.05	57,64	ALLOW	
70890	NORMAL	7.00	57,61	ALLOW	
15903	NORMAL	9.35	55,157	ALLOW	
39669	NORMAL	6.47	52,63	ALLOW	
16059	NORMAL	1.15	51,81	ALLOW	
20138	NORMAL	7.37	52,103	ALLOW	
5778	NORMAL	0.79	61,88	ALLOW	
67393	NORMAL	5.31	58,61	ALLOW	
10936	NORMAL	0.84	64,72	ALLOW	
71230	NORMAL	6.06	71,74	ALLOW	
43918	NORMAL	4.78	52,63	ALLOW	
49247	FROZEN	4.57	58,97	ALLOW	
11970	NORMAL	8.38	52,63	ALLOW	
33485	NORMAL	2.15	52,64	ALLOW	
17331	NORMAL	3.65	57,100	ALLOW	
37135	NORMAL	1.57	51,61	ALLOW	
76797	NORMAL	1.49	58,61	ALLOW	
91044	NORMAL	9.05	51,58	ALLOW	
13455	NORMAL	8.11	57,82	ALLOW	
74791	NORMAL	5.26	58,88	ALLOW	
29896	NORMAL	7.95	52,83	ALLOW	
20219	NORMAL	0.95	52,64	ALLOW	
61922	NORMAL	5.20	58,61	ALLOW	
60737	NORMAL	5.99	52,89	ALLOW	
37738	NORMAL	7.33	52,80	ALLOW	
25852	NORMAL	2.04	51,88	ALLOW	
59775	NORMAL	7.41	52,64	ALLOW	
14705	NORMAL	8.13	55,71	ALLOW	
65899	NORMAL	7.93	58,88	ALLOW	
16357	FROZEN	6.88	57,103	ALLOW	
71709	NORMAL	5.33	58,88	ALLOW	
8790	FROZEN	5.97	58,100	ALLOW	
5473	NORMAL	2.52	52,63	ALLOW	
57627	NORMAL	0.32	51,52	ALLOW	
7976	NORMAL	1.68	51,64	ALLOW	
33235	NORMAL	3.08	72,83	ALLOW	
18707	NORMAL	3.80	59,60	ALLOW	
68745	NORMAL	8.67	52,58	ALLOW	
21704	NORMAL	6.15	51,64	ALLOW	
28607	NORMAL	3.97	52,63	ALLOW	
94523	NORMAL	9.48	74,88	ALLOW	
48331	NORMAL	0.52	57,88	ALLOW	
34704	NORMAL	9.16	52,58	ALLOW	
31028	NORMAL	4.99	51,52	ALLOW	
23413	NORMAL	7.23	57,61	ALLOW	
49339	NORMAL	7.22	57,71	ALLOW	
96234	NORMAL	7.39	82,84	ALLOW	
45231	NORMAL	8.18	54,57	ALLOW	
98197	NORMAL	1.66	51,52	ALLOW	
52270	NORMAL	7.81	61,102	ALLOW	
2724	FROZEN	5.67	51,58	ALLOW	
81364	NORMAL	7.65	55,71	ALLOW	
22195	NORMAL	9.39	51,58	ALLOW	
21991	NORMAL	2.71	68,101	ALLOW	
58132	NORMAL	7.66	59,97	ALLOW	
65810	NORMAL	3.52	93,100	ALLOW	
59617	NORMAL	2.93	72,95	ALLOW	
71772	NORMAL	3.73	58,88	ALLOW	
34372	NORMAL	2.71	61,74	ALLOW	
63716	NORMAL	2.01	59,60	ALLOW	
94319	NORMAL	1.25	63,90	ALLOW	
99609	NORMAL	5.38	61,88	ALLOW	
99193	NORMAL	7.27	52,58	ALLOW	
31495	NORMAL	3.95	71,88	ALLOW	
72517	NORMAL	2.70	59,60	ALLOW	
6568	NORMAL	3.83	54,57	ALLOW	
14884	NORMAL	7.15	51,88	ALLOW	
51267	FROZEN	5.96	51,58	ALLOW	
92692	NORMAL	6.29	58,61	ALLOW	
54610	NORMAL	5.53	55,71	ALLOW	
75388	NORMAL	1.09	58,97	ALLOW	
85992	NORMAL	9.75	64,95	ALLOW	
71608	NORMAL	8.12	62,117	ALLOW	
72271	NORMAL	6.93	51,109	ALLOW	
41637	NORMAL	7.35	54,64	ALLOW	
34033	NORMAL	5.71	58,82	ALLOW	
59226	NORMAL	3.22	51,61	ALLOW	
70526	NORMAL	0.58	51,61	ALLOW	
55385	NORMAL	2.08	60,82	ALLOW	
54909	NORMAL	5.97	52,58	ALLOW	
97269	NORMAL	7.30	59,84	ALLOW	
88346	FROZEN	0.25	51,118	ALLOW	
60311	FROZEN	2.57	117	ALLOW	
84222	NORMAL	0.94	80,88	ALLOW	
16288	NORMAL	8.87	59,63	ALLOW	
47677	NORMAL	9.96	52,58	ALLOW	
35852	NORMAL	8.99	51,63	ALLOW	
55042	NORMAL	0.62	0,61	ALLOW	
44312	NORMAL	0.13	61,111	ALLOW	
60957	NORMAL	7.14	64,72	ALLOW	
53981	NORMAL	5.31	64,100	ALLOW	
95481	NORMAL	8.80	64,106	ALLOW	
56488	NORMAL	4.01	100,126	ALLOW	
798	NORMAL	0.51	58,81	ALLOW	
2095	NORMAL	3.92	52,58	ALLOW	
77746	NORMAL	3.76	58,95	ALLOW	
29619	NORMAL	5.42	57,74	ALLOW	
11084	NORMAL	6.71	57,95	ALLOW	
76167	NORMAL	8.71	61,74	ALLOW	
52668	FROZEN	3.99	58,61	ALLOW	
78088	NORMAL	7.34	53,80	ALLOW	
11491	NORMAL	8.26	51,52	ALLOW	
37522	NORMAL	8.16	57,72	ALLOW	
15509	NORMAL	1.09	0,57	DENY	840
38382	NORMAL	6.01	64	ALLOW	
70860	FROZEN	4.38	58,68	ALLOW	
35120	NORMAL	1.38	61,107	ALLOW	
49361	FROZEN	3.83	52,106	ALLOW	
51192	NORMAL	2.34	57,100	ALLOW	
42420	NORMAL	1.05	52,58	ALLOW	
70082	NORMAL	2.59	61,64	ALLOW	
82313	NORMAL	3.37	51,57	ALLOW	
56716	NORMAL	1.56	57,75	ALLOW	
65425	NORMAL	3.14	64,83	ALLOW	
16294	NORMAL	1.07	0,83	ALLOW	
82989	NORMAL	2.16	57,88	ALLOW	
69911	NORMAL	9.31	57,88	ALLOW	
51292	NORMAL	9.18	64,88	ALLOW	
70457	NORMAL	5.20	52,97	ALLOW	
42803	NORMAL	3.96	61,68	ALLOW	
43415	NORMAL	5.57	58,92	ALLOW	
93304	FROZEN	3.18	61,100	ALLOW	
59846	NORMAL	0.04	52,58	ALLOW	
68472	NORMAL	4.58	59,61	ALLOW	
3252	NORMAL	3.44	84,95	ALLOW	
15482	NORMAL	8.22	52,58	ALLOW	
15290	NORMAL	4.36	0,52	ALLOW	
57776	NORMAL	3.11	52,58	ALLOW	
5116	NORMAL	7.41	56,85	ALLOW	
53696	NORMAL	7.54	0,52	ALLOW	
86135	NORMAL	2.31	52,64	ALLOW	
79679	NORMAL	5.24	54,100	ALLOW	
85419	NORMAL	1.89	58,72	ALLOW	
96170	NORMAL	5.18	58,72	ALLOW	
23394	NORMAL	4.78	54	ALLOW	
47499	NORMAL	9.36	61,105	ALLOW	
23384	NORMAL	4.93	52,88	ALLOW	
56308	NORMAL	2.29	59,60	ALLOW	
16332	NORMAL	4.94	64,74	ALLOW	
27481	NORMAL	5.38	58,95	ALLOW	
9853	NORMAL	2.12	59,82	ALLOW	
37226	NORMAL	2.19	52,63	ALLOW	
92483	NORMAL	6.41	59,60	ALLOW	
69305	NORMAL	3.26	72,74	ALLOW	
13495	NORMAL	6.61	76,88	ALLOW	
74378	NORMAL	7.38	61,99	ALLOW	
81396	NORMAL	2.27	64,72	ALLOW	
79983	NORMAL	3.55	51,52	ALLOW	
45756	NORMAL	2.11	58,109	ALLOW	
10397	NORMAL	4.08	54,92	ALLOW	
98371	NORMAL	8.20	61,102	ALLOW	
88039	NORMAL	4.77	55,58	ALLOW	
52138	NORMAL	7.11	52,66	ALLOW	
64528	NORMAL	5.52	51,59	ALLOW	
26052	NORMAL	2.84	58,72	ALLOW	
61011	NORMAL	3.37	51,52	ALLOW	
99328	NORMAL	0.09	52,88	ALLOW	
7971	NORMAL	3.42	58,88	ALLOW	
58901	NORMAL	4.63	57,71	ALLOW	
46040	NORMAL	0.18	52,58	ALLOW	
85170	NORMAL	7.74	92	ALLOW	
46020	NORMAL	8.32	52,58	ALLOW	
28471	NORMAL	4.68	59,95	ALLOW	
671	NORMAL	3.75	54,92	ALLOW	
71663	NORMAL	0.05	92	ALLOW	
38017	NORMAL	3.13	0,52	ALLOW	
45801	NORMAL	1.82	54	ALLOW	
68994	NORMAL	4.87	57,95	ALLOW	
29895	NORMAL	9.24	59,99	ALLOW	
56997	NORMAL	1.21	59,103	ALLOW	
81359	NORMAL	7.20	60,82	ALLOW	
36833	NORMAL	8.66	0,58	ALLOW	
90262	NORMAL	1.85	64,71	ALLOW	
2271	NORMAL	9.72	64,74	ALLOW	
52683	NORMAL	2.77	0,52	ALLOW	
68990	NORMAL	0.06	52,63	ALLOW	
11297	NORMAL	7.04	52,83	ALLOW	
30287	NORMAL	1.30	71,92	ALLOW	
5157	NORMAL	0.13	52,58	ALLOW	
91337	NORMAL	6.25	52,83	ALLOW	
16111	NORMAL	7.23	52,83	ALLOW	
61752	NORMAL	2.43	64,100	ALLOW	
52372	NORMAL	3.43	51,53	ALLOW	
31101	FROZEN	4.82	59,60	ALLOW	
96700	NORMAL	1.43	58,100	ALLOW	
56340	NORMAL	4.71	81,88	ALLOW	
89052	NORMAL	2.98	81,88	ALLOW	
69774	NORMAL	9.51	51,97	ALLOW	
53279	NORMAL	5.43	71,88	ALLOW	
20174	NORMAL	6.05	51,52	ALLOW	
1774	NORMAL	4.30	61,111	ALLOW	
94811	NORMAL	6.58	55,71	ALLOW	
18299	NORMAL	7.74	57,58	ALLOW	
25895	NORMAL	2.54	61,74	ALLOW	
80509	NORMAL	0.39	61,74	ALLOW	
58659	NORMAL	3.21	59,60	ALLOW	
12994	NORMAL	4.80	51,61	ALLOW	
80246	NORMAL	7.93	52	ALLOW	
77495	NORMAL	4.21	61,101	ALLOW	
66640	NORMAL	6.33	58,88	ALLOW	
98013	NORMAL	4.07	59,61	ALLOW	
69931	NORMAL	7.10	95,105	ALLOW	
69020	NORMAL	1.75	0,88	ALLOW	
18824	NORMAL	4.38	59,82	ALLOW	
9145	NORMAL	9.15	79,89	ALLOW	
52932	NORMAL	1.88	52,60	ALLOW	
50399	FROZEN	5.88	71	ALLOW	
25269	NORMAL	6.78	61,64	ALLOW	
14122	NORMAL	6.57	51,58	ALLOW	
39502	NORMAL	2.34	51,88	ALLOW	
34778	NORMAL	5.59	58,88	ALLOW	
98863	NORMAL	5.97	55,71	ALLOW	
87158	NORMAL	0.12	52,58	ALLOW	
24748	NORMAL	4.42	61,74	ALLOW	
32322	NORMAL	5.01	52,88	ALLOW	
5506	NORMAL	4.57	61,74	ALLOW	
74130	NORMAL	4.85	0,52	ALLOW	
93014	NORMAL	5.31	58,71	ALLOW	
57974	NORMAL	2.11	59,61	ALLOW	
17454	NORMAL	5.99	51,58	ALLOW	
13215	NORMAL	9.38	64,71	ALLOW	
13174	NORMAL	1.13	55,74	ALLOW	
53129	NORMAL	7.47	97,100	ALLOW	
72423	NORMAL	0.06	84,101	ALLOW	
25254	NORMAL	8.35	61,103	ALLOW	
76120	NORMAL	0.94	58,99	ALLOW	
92061	NORMAL	8.84	52,58	ALLOW	
68658	NORMAL	7.58	0,77	ALLOW	
69122	NORMAL	6.53	0,77	ALLOW	
35835	NORMAL	5.13	0,77	ALLOW	
14716	NORMAL	2.20	0,77	ALLOW	
5371	NORMAL	2.34	53,64	ALLOW	
4865	NORMAL	6.38	59,60	ALLOW	
84263	NORMAL	6.82	52,58	ALLOW	
5332	NORMAL	8.71	52,88	ALLOW	
76197	NORMAL	4.23	58,88	ALLOW	
79520	NORMAL	9.59	55,85	ALLOW	
86508	NORMAL	3.97	64,71	ALLOW	
69505	NORMAL	5.39	64,71	ALLOW	
80957	NORMAL	2.85	64,71	ALLOW	
51046	NORMAL	3.32	52,88	ALLOW	
37230	NORMAL	5.92	59,60	ALLOW	
82743	NORMAL	0.54	51,52	ALLOW	
10908	NORMAL	3.75	0	ALLOW	
56138	NORMAL	2.13	52,58	ALLOW	
6553	NORMAL	3.49	54,100	ALLOW	
12242	NORMAL	4.27	52,72	ALLOW	
89454	NORMAL	8.22	51,52	ALLOW	
20327	NORMAL	5.34	59,64	ALLOW	
51686	NORMAL	7.53	58,61	ALLOW	
84020	FROZEN	8.82	58,88	ALLOW	
71247	NORMAL	8.20	51,71	ALLOW	
5656	NORMAL	4.93	51,64	ALLOW	
28276	NORMAL	3.53	51,61	ALLOW	
77497	NORMAL	1.62	52,64	ALLOW	
75367	NORMAL	1.24	52,64	ALLOW	
17346	NORMAL	7.56	61,71	ALLOW	
2430	NORMAL	7.35	58,61	ALLOW	
73598	NORMAL	9.54	58,61	ALLOW	
13756	NORMAL	6.17	0,107	ALLOW	
71124	NORMAL	4.87	63,83	ALLOW	
14227	NORMAL	3.63	51,52	ALLOW	
92496	NORMAL	3.62	59,64	ALLOW	
21803	NORMAL	1.99	51,52	ALLOW	
9767	FROZEN	8.65	59,103	ALLOW	
18594	FROZEN	4.14	59,103	ALLOW	
28949	NORMAL	9.49	88,103	ALLOW	
77391	NORMAL	2.89	52,53	ALLOW	
43861	NORMAL	4.22	58,88	ALLOW	
54156	NORMAL	7.42	64,88	ALLOW	
37423	NORMAL	6.01	58,88	ALLOW	
89703	NORMAL	3.27	52,58	ALLOW	
18820	NORMAL	5.55	58,64	ALLOW	
81001	NORMAL	0.61	52,66	ALLOW	
54041	NORMAL	9.46	64,91	ALLOW	
49754	NORMAL	7.17	52,89	ALLOW	
77868	NORMAL	7.94	51,52	ALLOW	
84229	NORMAL	9.65	74,91	ALLOW	
67913	NORMAL	3.72	51,74	ALLOW	
60877	NORMAL	8.35	61,101	ALLOW	
99019	NORMAL	9.91	52,58	ALLOW	
61785	NORMAL	3.82	58,88	ALLOW	
70490	NORMAL	7.18	60,99	ALLOW	
9283	NORMAL	8.62	82,99	ALLOW	
32986	NORMAL	4.00	100,103	ALLOW	
2229	NORMAL	6.51	59,60	ALLOW	
18334	NORMAL	5.89	51,71	ALLOW	
92341	NORMAL	4.09	51,72	ALLOW	
58526	NORMAL	7.35	51,61	ALLOW	
10970	NORMAL	4.71	61,62	ALLOW	
42061	NORMAL	8.37	63,74	ALLOW	
95359	NORMAL	1.20	51,61	ALLOW	
1874	NORMAL	6.98	52	ALLOW	
61933	NORMAL	6.23	52,103	ALLOW	
22197	NORMAL	2.11	57,103	ALLOW	
96428	NORMAL	7.15	52,53	ALLOW	
37760	NORMAL	1.12	52,64	ALLOW	
35698	NORMAL	4.64	51,88	ALLOW	
31310	NORMAL	2.87	51,88	ALLOW	
83275	NORMAL	2.02	59	ALLOW	
884	NORMAL	7.87	59,67	ALLOW	
54878	NORMAL	9.37	59,84	ALLOW	
11003	NORMAL	8.51	0,64	ALLOW	
32499	NORMAL	8.88	60,70	ALLOW	
43716	NORMAL	4.28	51,64	ALLOW	
98577	NORMAL	1.22	64,83	ALLOW	
58078	NORMAL	6.60	64,88	ALLOW	
66489	NORMAL	2.99	0,59	ALLOW	
53774	FROZEN	1.27	59,60	ALLOW	
6813	NORMAL	7.79	59,60	ALLOW	
45398	NORMAL	5.00	59,82	ALLOW	
18987	NORMAL	2.32	60,77	ALLOW	
74867	NORMAL	4.06	60,82	ALLOW	
68728	NORMAL	8.77	59,60	ALLOW	
59746	NORMAL	6.98	0,59	ALLOW	
46546	NORMAL	3.13	59,60	ALLOW	
66373	NORMAL	8.83	59,60	ALLOW	
69613	NORMAL	1.73	52,83	ALLOW	
40334	NORMAL	4.63	59,82	ALLOW	
18850	FROZEN	2.09	89,106	ALLOW	
97006	NORMAL	2.00	64	ALLOW	
45371	NORMAL	8.56	59,60	ALLOW	
60157	NORMAL	5.55	58,59	ALLOW	
18004	NORMAL	0.29	52,64	ALLOW	
75972	NORMAL	9.90	58,64	ALLOW	
78434	NORMAL	7.73	59,60	ALLOW	
64287	NORMAL	3.09	59,60	ALLOW	
48362	NORMAL	1.71	51,61	ALLOW	
65367	NORMAL	6.18	59,60	ALLOW	
8921	NORMAL	3.23	0,60	ALLOW	
18188	NORMAL	8.23	52,58	ALLOW	
75503	FROZEN	4.52	58,61	ALLOW	
60326	NORMAL	3.97	62,107	ALLOW	
89057	NORMAL	8.54	58,61	ALLOW	
67070	FROZEN	5.77	58,61	ALLOW	
70081	FROZEN	1.13	57,100	ALLOW	
71943	NORMAL	3.94	53,80	ALLOW	
55094	NORMAL	2.77	62,100	ALLOW	
7377	NORMAL	3.65	59	ALLOW	
92541	NORMAL	4.81	52,88	ALLOW	
24687	NORMAL	9.99	59,60	ALLOW	
90251	NORMAL	3.44	59,60	ALLOW	
49736	NORMAL	1.68	59,60	ALLOW	
18083	NORMAL	6.40	59,60	ALLOW	
84772	NORMAL	1.41	61,102	ALLOW	
4665	FROZEN	7.01	64,70	ALLOW	
9035	FROZEN	5.18	59,64	ALLOW	
67720	NORMAL	4.66	59,60	ALLOW	
68881	NORMAL	4.18	59,60	ALLOW	
63899	NORMAL	4.03	59,60	ALLOW	
91780	FROZEN	9.99	74,99	ALLOW	
80961	NORMAL	7.55	59,99	ALLOW	
43683	NORMAL	4.22	52,58	ALLOW	
56239	NORMAL	0.50	52,64	ALLOW	
63470	NORMAL	7.27	74,95	ALLOW	
38344	NORMAL	0.11	57,103	ALLOW	
15713	NORMAL	2.35	59,60	ALLOW	
837	NORMAL	0.70	55,58	ALLOW	
69455	NORMAL	0.69	52,76	ALLOW	
17984	NORMAL	6.26	52,88	ALLOW	
28502	NORMAL	4.12	51,52	ALLOW	
63695	NORMAL	9.74	51,52	ALLOW	
51591	NORMAL	3.90	52,53	ALLOW	
